udi,air_temp_k,process_temp_k,rot_speed_rpm,torque_nm,tool_wear_min,machine_failure,twf,hdf,pwf,osf
3996,297.04,305.87,1668.7,36.11,207.6,0,0,0,0,0
3997,303.06,312.95,1612.3,29.15,64.0,0,0,0,0,0
3998,302.36,311.09,1529.0,37.77,15.1,0,0,0,0,0
3999,301.00,309.93,1479.8,46.85,15.3,0,0,0,0,0
4000,298.52,308.08,1585.9,32.28,167.5,0,0,0,0,0
4001,295.89,306.06,1381.9,59.95,197.2,1,0,0,0,1
4002,302.90,314.23,1379.1,42.03,76.5,0,0,0,0,0
4003,303.40,312.22,1447.9,42.89,238.2,0,0,0,0,0
4004,298.83,307.92,1437.9,41.10,230.8,0,0,0,0,0
4005,301.89,311.37,1230.3,47.58,224.0,0,0,0,0,0
4006,301.07,310.67,1776.4,33.49,37.9,0,0,0,0,0
4007,301.94,311.20,1440.6,39.12,72.4,0,0,0,0,0
4008,300.75,311.28,1707.5,41.61,83.2,0,0,0,0,0
4009,300.55,311.06,1338.9,48.78,222.6,0,0,0,0,0
4010,299.67,309.89,1592.1,48.25,108.7,0,0,0,0,0
4011,299.14,309.07,1545.2,40.39,150.5,0,0,0,0,0
4012,297.14,306.24,1453.2,39.77,24.6,0,0,0,0,0
4013,295.60,306.66,1641.9,32.63,39.4,0,0,0,0,0
4014,302.75,312.08,1389.0,40.91,130.8,0,0,0,0,0
4015,302.11,311.65,1317.2,48.41,155.5,0,0,0,0,0
4016,302.51,311.19,1302.1,49.35,120.7,0,0,0,0,0
4017,298.37,308.21,1175.1,53.81,194.0,0,0,0,0,0
4018,297.62,307.05,1160.0,49.80,5.2,0,0,0,0,0
4019,300.05,311.23,1151.7,57.91,169.7,0,0,0,0,0
4020,301.15,309.98,1284.2,51.41,3.8,0,0,0,0,0
4021,296.56,305.07,1480.9,38.32,31.4,0,0,0,0,0
4022,295.93,306.61,1700.1,22.39,96.7,0,0,0,0,0
4023,299.84,309.17,1539.7,36.51,198.0,0,0,0,0,0
4024,298.87,307.49,1972.9,17.71,188.6,0,0,0,0,0
4025,302.02,312.21,1303.9,41.51,163.2,0,0,0,0,0
4026,297.66,309.01,1514.0,41.41,135.0,0,0,0,0,0
4027,303.90,314.05,1338.6,49.72,94.0,0,0,0,0,0
4028,302.61,312.50,1384.3,45.36,60.9,0,0,0,0,0
4029,301.07,312.66,1397.0,42.84,163.4,0,0,0,0,0
4030,300.06,309.23,1750.1,43.76,114.9,0,0,0,0,0
4031,300.28,310.85,1430.2,41.28,220.9,0,0,0,0,0
4032,299.65,311.01,1167.8,60.42,117.1,0,0,0,0,0
4033,300.30,311.45,1429.3,43.86,130.3,0,0,0,0,0
4034,299.70,311.19,1556.4,37.20,54.0,0,0,0,0,0
4035,299.74,308.74,1511.9,47.28,123.6,0,0,0,0,0
4036,299.33,311.12,1883.3,26.31,90.6,0,0,0,0,0
4037,298.47,308.39,1352.6,45.63,148.0,0,0,0,0,0
4038,301.34,312.12,1541.3,42.53,127.2,0,0,0,0,0
4039,299.74,309.97,1638.4,39.59,177.9,0,0,0,0,0
4040,299.64,309.38,1675.1,37.26,21.0,0,0,0,0,0
4041,296.35,305.29,1539.5,36.26,235.8,0,0,0,0,0
4042,298.17,310.44,1592.5,31.12,238.6,0,0,0,0,0
4043,303.96,312.39,1365.0,43.21,72.9,1,0,1,0,0
4044,299.84,308.84,1374.3,29.61,81.2,0,0,0,0,0
4045,298.10,308.91,1892.9,23.20,91.5,0,0,0,0,0
4046,301.36,309.49,1432.1,35.93,79.4,0,0,0,0,0
4047,295.10,303.45,1536.3,37.38,205.6,0,0,0,0,0
4048,297.77,306.22,1648.7,43.69,103.6,0,0,0,0,0
4049,301.05,311.98,1570.8,33.52,178.1,0,0,0,0,0
4050,302.12,313.64,1588.8,28.99,227.2,0,0,0,0,0
4051,299.20,308.37,1534.2,43.10,27.2,0,0,0,0,0
4052,301.17,309.80,1851.0,40.75,112.8,0,0,0,0,0
4053,296.51,304.30,1333.2,53.81,40.4,1,0,1,0,0
4054,297.12,305.79,1550.8,31.36,238.4,0,0,0,0,0
4055,303.98,311.96,1538.7,39.37,32.9,0,0,0,0,0
4056,296.44,305.31,1321.8,50.76,47.9,0,0,0,0,0
4057,303.47,314.94,1456.5,37.70,127.9,0,0,0,0,0
4058,300.01,309.45,1479.5,42.87,173.0,0,0,0,0,0
4059,300.73,313.07,1624.3,34.66,166.2,0,0,0,0,0
4060,297.55,306.64,1603.7,30.78,124.6,0,0,0,0,0
4061,297.60,306.88,1669.7,30.67,176.3,0,0,0,0,0
4062,297.45,309.61,1596.0,35.34,231.9,0,0,0,0,0
4063,300.64,312.34,1594.8,38.51,128.7,0,0,0,0,0
4064,298.97,308.94,1721.3,30.22,52.7,0,0,0,0,0
4065,297.01,306.99,1208.3,54.80,124.3,0,0,0,0,0
4066,299.39,308.84,1607.0,45.88,218.9,0,0,0,0,0
4067,300.71,311.08,1170.8,46.22,190.0,0,0,0,0,0
4068,297.72,307.63,1651.1,44.54,56.9,0,0,0,0,0
4069,299.91,310.09,1411.8,44.78,30.0,0,0,0,0,0
4070,301.25,310.31,1604.1,41.21,187.2,0,0,0,0,0
4071,295.52,306.37,1321.2,49.45,88.6,0,0,0,0,0
4072,300.00,310.66,1782.5,36.26,109.4,0,0,0,0,0
4073,303.01,312.33,1468.9,45.01,228.7,0,0,0,0,0
4074,299.96,308.52,1575.9,35.53,240.2,0,0,0,0,0
4075,299.60,310.17,1551.4,37.17,239.4,0,0,0,0,0
4076,299.50,310.26,1378.4,45.21,132.5,0,0,0,0,0
4077,297.70,308.65,1671.7,37.20,190.3,0,0,0,0,0
4078,299.73,310.60,1281.8,41.74,181.4,0,0,0,0,0
4079,303.10,313.32,1406.9,40.16,236.7,0,0,0,0,0
4080,300.18,309.08,1594.6,48.14,239.9,1,1,0,0,1
4081,301.17,311.30,1459.0,36.67,241.7,1,1,0,0,0
4082,299.11,306.68,1150.0,50.91,229.3,1,0,1,0,1
4083,298.42,308.90,1503.1,45.59,19.0,0,0,0,0,0
4084,300.92,311.62,1360.3,40.44,244.0,0,0,0,0,0
4085,298.06,307.66,2055.7,24.99,58.4,0,0,0,0,0
4086,297.52,307.00,1212.3,50.41,168.4,0,0,0,0,0
4087,298.91,308.88,1645.2,22.20,107.5,0,0,0,0,0
4088,295.67,306.01,1467.5,44.01,6.7,0,0,0,0,0
4089,298.69,308.79,1414.1,52.01,218.7,1,1,0,0,1
4090,299.17,307.87,1845.7,18.07,202.2,1,0,0,1,0
4091,301.60,311.98,1836.4,32.95,116.3,0,0,0,0,0
4092,303.93,314.43,1596.0,44.62,178.5,0,0,0,0,0
4093,299.72,309.09,1850.4,34.31,164.2,0,0,0,0,0
4094,297.86,308.15,1422.6,38.27,221.9,1,1,0,0,0
4095,299.80,310.18,1763.6,40.60,244.3,0,0,0,0,0
4096,300.37,310.12,1274.2,48.72,67.7,0,0,0,0,0
4097,300.29,311.35,1579.3,43.21,5.8,0,0,0,0,0
4098,303.26,315.12,1458.7,41.92,114.5,0,0,0,0,0
4099,301.76,311.61,1652.1,33.03,226.9,0,0,0,0,0
4100,301.57,311.49,1649.5,29.36,184.3,0,0,0,0,0
4101,300.12,310.13,1670.0,38.68,85.4,0,0,0,0,0
4102,301.53,312.80,1604.2,36.42,128.4,0,0,0,0,0
4103,298.31,309.55,1619.1,32.17,234.9,0,0,0,0,0
4104,300.16,309.31,1642.1,33.33,12.2,0,0,0,0,0
4105,302.55,311.32,1520.8,40.34,142.7,0,0,0,0,0
4106,303.72,313.07,1507.7,37.06,236.9,0,0,0,0,0
4107,299.81,308.14,1151.7,53.34,141.7,1,0,1,0,0
4108,301.62,310.51,1536.7,29.70,37.5,0,0,0,0,0
4109,296.82,307.18,1622.4,36.50,188.4,0,0,0,0,0
4110,299.20,309.13,1457.3,37.69,102.3,0,0,0,0,0
4111,302.08,311.99,1518.5,48.91,147.9,0,0,0,0,0
4112,306.00,317.43,1508.2,34.67,57.7,0,0,0,0,0
4113,299.61,308.72,1452.1,32.15,47.9,0,0,0,0,0
4114,302.82,313.23,1512.5,37.20,184.2,0,0,0,0,0
4115,299.32,309.01,1317.5,52.85,243.1,1,0,0,0,1
4116,299.50,310.29,1458.3,44.14,99.0,0,0,0,0,0
4117,300.91,311.70,1632.4,44.30,38.8,0,0,0,0,0
4118,301.42,310.45,1561.0,40.65,179.7,0,0,0,0,0
4119,298.71,309.93,1643.4,38.21,182.5,0,0,0,0,0
4120,300.90,311.65,1571.4,45.31,35.2,0,0,0,0,0
4121,301.45,309.79,1854.3,28.98,12.8,0,0,0,0,0
4122,299.99,308.06,1472.9,44.90,137.9,0,0,0,0,0
4123,295.46,305.46,1678.7,36.77,146.9,0,0,0,0,0
4124,299.26,309.21,1481.0,40.77,213.1,0,0,0,0,0
4125,300.79,310.83,1318.9,58.85,104.0,0,0,0,0,0
4126,298.70,308.08,1287.7,46.03,201.5,0,0,0,0,0
4127,304.68,313.58,1580.9,42.15,162.4,0,0,0,0,0
4128,300.08,309.02,1405.6,41.85,183.2,0,0,0,0,0
4129,301.17,310.69,1606.8,40.33,172.6,0,0,0,0,0
4130,302.99,312.76,1845.2,18.48,36.6,0,0,0,0,0
4131,296.15,307.07,1222.7,50.35,94.2,0,0,0,0,0
4132,301.68,312.84,1525.2,34.78,23.6,0,0,0,0,0
4133,294.70,305.15,1473.7,51.02,133.3,0,0,0,0,0
4134,301.94,312.07,1277.9,41.69,38.0,0,0,0,0,0
4135,300.35,311.30,1469.7,45.64,207.6,0,0,0,0,0
4136,298.53,308.00,1433.5,49.99,191.1,0,0,0,0,0
4137,300.92,309.54,1367.5,44.97,128.3,0,0,0,0,0
4138,304.04,313.13,1554.6,40.62,123.2,0,0,0,0,0
4139,301.48,312.97,1396.7,47.71,90.5,0,0,0,0,0
4140,304.69,314.65,1237.7,58.28,123.2,0,0,0,0,0
4141,301.98,311.01,1498.3,37.69,40.9,0,0,0,0,0
4142,298.59,308.01,1359.7,44.45,44.0,0,0,0,0,0
4143,301.43,311.10,1598.2,46.97,105.8,0,0,0,0,0
4144,303.52,313.12,1258.8,49.33,29.9,0,0,0,0,0
4145,298.33,305.63,1558.3,27.59,229.5,1,1,0,0,0
4146,303.91,313.83,1487.3,40.68,67.1,0,0,0,0,0
4147,299.32,308.64,1522.8,37.35,91.0,0,0,0,0,0
4148,301.78,313.57,1246.4,56.76,70.3,0,0,0,0,0
4149,300.88,311.93,1643.6,24.26,206.8,0,0,0,0,0
4150,298.65,309.96,1478.0,44.07,142.7,0,0,0,0,0
4151,297.27,307.38,1815.8,30.15,167.4,0,0,0,0,0
4152,300.30,309.18,1485.7,47.96,241.6,1,0,0,0,1
4153,298.86,307.62,1778.7,33.35,211.2,0,0,0,0,0
4154,298.58,305.92,1448.4,42.54,115.6,0,0,0,0,0
4155,300.83,312.36,1916.9,25.45,93.1,0,0,0,0,0
4156,301.70,311.13,1223.0,46.51,122.2,0,0,0,0,0
4157,297.89,307.35,1738.4,28.02,131.9,0,0,0,0,0
4158,299.08,310.02,1150.0,53.39,181.1,0,0,0,0,0
4159,300.56,311.24,1631.3,44.26,71.9,0,0,0,0,0
4160,302.96,310.92,1746.7,31.59,13.0,0,0,0,0,0
4161,298.42,309.11,1345.7,57.72,92.0,0,0,0,0,0
4162,298.09,308.41,1589.1,36.50,72.8,0,0,0,0,0
4163,301.48,312.35,1689.6,29.40,232.7,1,1,0,0,0
4164,300.59,311.32,1770.9,27.25,56.4,0,0,0,0,0
4165,299.31,309.14,1572.9,53.22,37.8,0,0,0,0,0
4166,298.48,309.97,1615.7,35.72,20.7,0,0,0,0,0
4167,303.84,315.13,1426.4,47.63,235.4,1,0,0,0,1
4168,300.15,310.86,1595.7,33.16,105.7,0,0,0,0,0
4169,303.53,314.98,1721.7,40.67,41.7,0,0,0,0,0
4170,300.17,309.57,1382.2,45.88,238.9,0,0,0,0,0
4171,300.38,308.67,1604.2,38.16,195.4,0,0,0,0,0
4172,305.02,315.31,1444.5,48.22,74.8,0,0,0,0,0
4173,302.78,314.08,1682.3,41.70,149.5,0,0,0,0,0
4174,299.46,309.40,1613.3,46.89,3.0,0,0,0,0,0
4175,297.11,305.99,1614.6,40.07,181.7,0,0,0,0,0
4176,300.45,310.65,1753.4,28.68,65.2,0,0,0,0,0
4177,298.38,307.80,1652.6,28.03,14.2,0,0,0,0,0
4178,299.75,308.70,1576.7,39.50,97.3,0,0,0,0,0
4179,298.38,308.22,1380.8,55.52,9.8,0,0,0,0,0
4180,301.61,311.54,1365.0,50.29,39.7,0,0,0,0,0
4181,302.22,313.97,1552.2,41.13,83.1,0,0,0,0,0
4182,301.15,310.35,1586.2,37.88,237.8,0,0,0,0,0
4183,305.20,313.86,1595.6,37.39,134.5,0,0,0,0,0
4184,301.42,311.13,1800.7,30.76,41.1,0,0,0,0,0
4185,299.64,308.81,1447.2,45.60,7.0,0,0,0,0,0
4186,299.06,309.22,1652.0,41.52,33.2,0,0,0,0,0
4187,301.76,312.47,1811.9,20.40,70.2,0,0,0,0,0
4188,299.80,311.38,1547.5,36.92,181.0,0,0,0,0,0
4189,298.09,309.56,1617.4,40.08,162.1,0,0,0,0,0
4190,298.62,309.82,1316.2,51.71,85.6,0,0,0,0,0
4191,300.13,309.08,1436.1,43.61,39.2,0,0,0,0,0
4192,299.64,310.13,1374.3,47.14,199.7,0,0,0,0,0
4193,300.07,309.44,1492.5,38.23,212.6,0,0,0,0,0
4194,301.46,312.30,1584.2,37.32,59.3,0,0,0,0,0
4195,298.60,309.75,1597.0,45.25,36.9,0,0,0,0,0
4196,300.95,311.33,1616.4,42.15,96.0,0,0,0,0,0
4197,301.77,313.95,1601.2,38.91,117.2,0,0,0,0,0
4198,302.35,313.01,1709.6,35.69,57.3,0,0,0,0,0
4199,296.22,306.31,1581.6,38.46,106.5,0,0,0,0,0
4200,297.83,309.17,1547.2,36.35,139.9,0,0,0,0,0
4201,300.77,310.84,1712.2,31.50,147.5,0,0,0,0,0
4202,303.71,313.93,1451.9,45.85,216.9,1,1,0,0,0
4203,298.37,307.72,1492.4,41.92,241.1,0,0,0,0,0
4204,302.40,312.72,1476.8,37.45,47.1,0,0,0,0,0
4205,299.01,308.37,1468.6,52.86,214.2,1,0,0,0,1
4206,295.50,304.30,1648.0,36.68,201.3,0,0,0,0,0
4207,299.92,310.84,1497.7,44.81,101.9,0,0,0,0,0
4208,300.64,311.09,1863.4,35.65,133.2,0,0,0,0,0
4209,300.86,310.42,1596.6,35.22,69.0,0,0,0,0,0
4210,300.25,311.71,1347.5,35.46,41.0,0,0,0,0,0
4211,299.40,309.45,1404.3,42.03,66.6,0,0,0,0,0
4212,299.42,310.35,1671.0,36.44,195.0,0,0,0,0,0
4213,302.23,312.12,1946.8,22.85,170.9,0,0,0,0,0
4214,297.44,308.56,1511.8,45.20,9.0,0,0,0,0,0
4215,295.28,303.19,1628.4,41.33,103.3,0,0,0,0,0
4216,299.21,307.65,1830.2,33.16,138.3,0,0,0,0,0
4217,299.54,308.20,1621.6,38.65,142.2,0,0,0,0,0
4218,300.72,311.70,1390.7,55.01,15.6,0,0,0,0,0
4219,298.90,307.76,1566.4,38.20,19.0,0,0,0,0,0
4220,301.56,311.86,1659.1,31.27,201.5,0,0,0,0,0
4221,297.09,306.10,1571.6,30.73,223.4,1,1,0,0,0
4222,301.27,312.15,1650.1,28.88,239.9,1,1,0,0,0
4223,299.06,308.97,1718.4,36.50,170.8,0,0,0,0,0
4224,301.91,313.00,1278.7,45.56,239.6,0,0,0,0,0
4225,298.74,310.78,1495.5,47.91,168.4,0,0,0,0,0
4226,298.20,310.51,1715.6,42.29,22.0,0,0,0,0,0
4227,300.23,311.28,1576.2,55.77,92.7,1,0,0,1,0
4228,298.44,307.90,1840.0,32.35,32.3,0,0,0,0,0
4229,301.40,311.41,1815.9,33.00,51.5,0,0,0,0,0
4230,302.11,313.05,1629.1,31.93,182.4,0,0,0,0,0
4231,299.03,308.84,1406.3,41.83,100.8,0,0,0,0,0
4232,303.49,313.22,1938.5,25.30,20.7,0,0,0,0,0
4233,296.63,306.91,1588.5,38.08,123.3,0,0,0,0,0
4234,298.25,308.24,1638.4,31.23,72.6,0,0,0,0,0
4235,300.68,312.05,1509.2,35.47,167.8,0,0,0,0,0
4236,294.87,302.84,1492.5,42.33,57.7,0,0,0,0,0
4237,297.38,308.63,1547.2,48.63,167.2,0,0,0,0,0
4238,299.09,308.48,1454.7,44.59,160.4,0,0,0,0,0
4239,300.66,312.34,1868.6,28.55,69.8,0,0,0,0,0
4240,301.97,312.86,1150.0,47.09,74.7,0,0,0,0,0
4241,299.34,308.16,1262.2,40.31,51.1,0,0,0,0,0
4242,299.40,309.10,1475.9,48.05,231.0,1,1,0,0,1
4243,301.17,312.49,1150.0,44.67,208.0,0,0,0,0,0
4244,297.29,308.43,1319.8,40.94,89.1,0,0,0,0,0
4245,299.04,308.94,1586.3,40.87,157.4,0,0,0,0,0
4246,301.22,310.55,1467.5,47.96,200.2,0,0,0,0,0
4247,299.85,310.14,1621.6,40.07,218.4,0,0,0,0,0
4248,304.63,315.27,1349.1,42.02,115.2,0,0,0,0,0
4249,298.01,306.10,1511.0,35.50,213.4,0,0,0,0,0
4250,297.20,308.45,1654.2,33.39,202.5,0,0,0,0,0
4251,300.79,309.80,1426.5,45.24,73.9,0,0,0,0,0
4252,297.33,307.68,1371.7,45.18,89.5,0,0,0,0,0
4253,300.62,310.73,1754.5,43.71,213.9,1,1,0,0,0
4254,297.78,308.74,1638.0,34.80,15.8,0,0,0,0,0
4255,300.23,308.44,1591.1,47.08,103.0,0,0,0,0,0
4256,301.35,312.62,1775.5,36.00,135.0,0,0,0,0,0
4257,299.71,309.47,1596.1,41.13,216.1,0,0,0,0,0
4258,300.65,310.89,1718.1,42.11,190.9,0,0,0,0,0
4259,297.16,307.43,1621.0,36.39,94.8,0,0,0,0,0
4260,302.16,310.99,1445.0,39.73,222.1,0,0,0,0,0
4261,304.44,314.31,1347.6,43.13,3.9,0,0,0,0,0
4262,301.84,311.47,1609.8,34.86,124.1,0,0,0,0,0
4263,303.70,312.91,1649.6,36.89,175.2,0,0,0,0,0
4264,299.85,311.29,1353.1,50.66,36.7,0,0,0,0,0
4265,300.96,311.42,1239.2,44.98,209.0,0,0,0,0,0
4266,302.63,314.65,1505.1,40.47,239.1,0,0,0,0,0
4267,297.87,307.53,1547.2,48.80,22.3,0,0,0,0,0
4268,299.28,309.60,1540.6,36.89,153.6,0,0,0,0,0
4269,298.88,309.48,1446.2,43.83,229.5,0,0,0,0,0
4270,301.07,309.70,1597.3,30.48,58.1,0,0,0,0,0
4271,300.45,310.81,1721.9,45.48,46.2,0,0,0,0,0
4272,298.11,307.60,1540.4,32.39,35.1,0,0,0,0,0
4273,299.40,307.48,1476.2,37.93,102.7,0,0,0,0,0
4274,299.37,309.53,1369.4,52.01,29.8,0,0,0,0,0
4275,301.48,311.32,1542.6,30.05,123.5,0,0,0,0,0
4276,301.59,313.02,1418.5,37.03,135.7,0,0,0,0,0
4277,297.52,306.08,1716.0,41.04,57.4,0,0,0,0,0
4278,298.98,309.34,1559.7,26.15,162.2,0,0,0,0,0
4279,297.76,306.86,1573.2,43.77,201.1,0,0,0,0,0
4280,301.75,311.39,1666.5,29.71,59.8,0,0,0,0,0
4281,304.07,314.30,1476.4,32.97,215.8,0,0,0,0,0
4282,298.07,308.75,1885.8,28.94,83.0,0,0,0,0,0
4283,299.41,310.61,1788.9,20.41,236.5,0,0,0,0,0
4284,300.14,311.31,1597.6,35.00,16.7,0,0,0,0,0
4285,297.36,306.55,1757.0,32.09,85.9,0,0,0,0,0
4286,302.85,313.11,1533.8,35.59,93.3,0,0,0,0,0
4287,298.89,307.06,1666.0,40.08,69.2,0,0,0,0,0
4288,301.59,312.75,1461.6,40.02,51.1,0,0,0,0,0
4289,301.48,310.89,1848.6,40.28,27.7,0,0,0,0,0
4290,298.47,308.13,1324.0,36.35,6.1,0,0,0,0,0
4291,303.32,312.80,1626.8,22.80,90.0,0,0,0,0,0
4292,301.15,311.49,1636.1,27.04,42.7,0,0,0,0,0
4293,302.02,310.75,1608.4,39.04,46.4,0,0,0,0,0
4294,297.24,307.75,1462.8,44.73,211.3,1,1,0,0,0
4295,300.18,309.33,1784.8,32.84,191.7,0,0,0,0,0
4296,297.47,306.78,1715.1,26.20,113.3,0,0,0,0,0
4297,305.12,314.94,1536.0,48.05,183.6,0,0,0,0,0
4298,300.29,310.34,1402.5,43.17,210.5,1,1,0,0,0
4299,298.60,307.76,1568.2,49.73,75.7,0,0,0,0,0
4300,296.48,305.58,2115.5,13.41,20.1,1,0,0,1,0
4301,304.18,313.53,1327.2,41.28,5.7,0,0,0,0,0
4302,302.50,313.55,1761.3,39.54,137.0,0,0,0,0,0
4303,297.42,306.56,1587.7,36.17,220.6,0,0,0,0,0
4304,300.38,310.46,1695.4,35.48,143.8,0,0,0,0,0
4305,298.79,309.86,1514.0,45.77,140.1,0,0,0,0,0
4306,302.58,312.09,1425.1,50.74,173.7,0,0,0,0,0
4307,300.45,310.11,1362.0,45.19,85.5,0,0,0,0,0
4308,296.31,306.72,1410.7,48.81,153.9,0,0,0,0,0
4309,301.18,310.22,1556.7,35.25,242.8,0,0,0,0,0
4310,302.56,312.28,1535.6,28.73,30.5,0,0,0,0,0
4311,300.66,312.09,1424.1,45.32,194.6,0,0,0,0,0
4312,302.65,311.98,1441.7,38.93,214.5,1,1,0,0,0
4313,296.61,306.46,1426.6,46.18,176.0,0,0,0,0,0
4314,301.93,311.25,1462.1,43.99,198.0,0,0,0,0,0
4315,296.39,306.22,1274.4,42.20,198.9,0,0,0,0,0
4316,301.51,310.28,1541.6,37.90,214.9,0,0,0,0,0
4317,297.87,309.23,1332.3,51.54,69.2,0,0,0,0,0
4318,298.72,309.68,1516.4,55.67,181.3,0,0,0,0,0
4319,299.65,309.38,1703.7,25.32,14.0,0,0,0,0,0
4320,304.16,313.34,1632.3,33.40,232.2,0,0,0,0,0
4321,301.50,312.43,1709.5,30.64,0.3,0,0,0,0,0
4322,302.58,311.27,1417.5,62.03,144.8,1,0,0,1,0
4323,299.68,308.83,1479.6,44.44,24.6,0,0,0,0,0
4324,297.39,308.19,1586.3,34.14,196.0,0,0,0,0,0
4325,297.84,306.84,1618.2,34.90,206.0,0,0,0,0,0
4326,296.45,307.86,1333.7,46.80,185.4,0,0,0,0,0
4327,302.87,311.77,1587.1,51.22,172.9,0,0,0,0,0
4328,299.28,308.46,1631.0,39.45,44.8,0,0,0,0,0
4329,302.35,310.62,1584.1,36.80,128.8,0,0,0,0,0
4330,297.62,306.50,1722.1,31.89,222.4,0,0,0,0,0
4331,300.48,309.59,1515.9,44.87,116.2,0,0,0,0,0
4332,297.27,307.84,1611.6,35.07,136.6,0,0,0,0,0
4333,300.67,310.73,1764.9,40.17,218.0,0,0,0,0,0
4334,300.49,309.53,1457.5,36.60,159.6,0,0,0,0,0
4335,298.30,307.29,1953.1,13.12,178.5,1,0,0,1,0
4336,304.10,314.32,1482.6,34.25,73.7,0,0,0,0,0
4337,301.13,310.67,1644.1,34.22,169.8,0,0,0,0,0
4338,301.37,310.15,1618.0,42.16,218.3,0,0,0,0,0
4339,299.85,310.03,1518.8,40.19,62.4,0,0,0,0,0
4340,300.28,309.35,1679.3,34.65,5.4,0,0,0,0,0
4341,302.50,313.35,1506.0,42.26,208.9,0,0,0,0,0
4342,302.13,313.07,1316.8,44.98,163.3,0,0,0,0,0
4343,299.73,309.31,1613.9,41.81,35.5,0,0,0,0,0
4344,301.03,311.73,1761.4,37.09,80.2,0,0,0,0,0
4345,301.25,311.09,1482.4,35.30,211.4,0,0,0,0,0
4346,298.92,307.37,1653.5,40.90,204.7,0,0,0,0,0
4347,300.08,308.31,1272.1,60.18,127.9,1,0,1,0,0
4348,301.59,312.59,1409.0,40.81,47.7,0,0,0,0,0
4349,299.78,310.14,1760.7,33.84,78.5,0,0,0,0,0
4350,296.80,306.86,1601.2,41.39,123.1,0,0,0,0,0
4351,299.31,308.83,1595.9,40.94,57.6,0,0,0,0,0
4352,301.62,311.28,1263.3,51.03,40.5,0,0,0,0,0
4353,300.28,308.41,1710.0,35.66,183.4,0,0,0,0,0
4354,297.86,307.01,1191.3,56.73,59.8,0,0,0,0,0
4355,300.93,311.02,1297.9,42.74,244.5,0,0,0,0,0
4356,295.26,305.72,1285.7,54.82,168.4,0,0,0,0,0
4357,301.71,312.50,1509.0,40.41,91.9,0,0,0,0,0
4358,297.78,306.91,1517.2,45.86,72.2,0,0,0,0,0
4359,301.12,311.36,1577.0,34.15,17.7,0,0,0,0,0
4360,300.32,311.16,1463.2,47.04,149.9,0,0,0,0,0
4361,302.81,314.26,1758.1,41.45,64.7,0,0,0,0,0
4362,299.72,311.32,1617.7,33.28,230.7,0,0,0,0,0
4363,299.87,310.29,1294.1,59.72,173.6,0,0,0,0,0
4364,301.46,309.80,1394.8,61.50,215.6,1,1,0,0,1
4365,300.79,309.98,1836.5,25.45,81.7,0,0,0,0,0
4366,298.00,307.21,1275.5,48.70,242.7,1,1,0,0,1
4367,298.18,312.33,1285.3,43.07,41.7,0,0,0,0,0
4368,300.06,310.81,1628.5,38.52,180.5,0,0,0,0,0
4369,299.78,310.37,1246.2,43.07,227.9,1,1,0,0,0
4370,303.54,312.78,1537.3,52.96,244.9,1,0,0,0,1
4371,301.66,312.22,1568.1,35.12,34.8,0,0,0,0,0
4372,300.46,312.65,1424.3,36.75,238.0,0,0,0,0,0
4373,298.90,310.43,1670.7,40.31,211.8,0,0,0,0,0
4374,298.07,306.17,1240.4,54.60,31.0,1,0,1,0,0
4375,300.20,310.49,1500.2,43.15,237.9,0,0,0,0,0
4376,298.71,308.45,1562.2,34.45,17.3,0,0,0,0,0
4377,299.88,311.03,1567.7,44.27,54.9,0,0,0,0,0
4378,299.67,310.42,1604.8,45.88,190.2,0,0,0,0,0
4379,300.22,307.10,1657.2,41.71,95.1,0,0,0,0,0
4380,299.87,308.91,1675.2,39.94,158.5,0,0,0,0,0
4381,300.61,309.20,1449.9,55.74,58.7,0,0,0,0,0
4382,300.19,311.78,1444.0,41.91,30.6,0,0,0,0,0
4383,300.15,310.76,1538.5,41.65,195.7,0,0,0,0,0
4384,296.72,305.38,1545.2,39.51,218.4,0,0,0,0,0
4385,299.58,308.44,1735.9,34.03,239.6,0,0,0,0,0
4386,300.95,311.08,1368.0,41.91,6.2,0,0,0,0,0
4387,298.20,307.86,1495.7,42.45,130.6,0,0,0,0,0
4388,298.47,308.48,1489.4,29.63,153.9,0,0,0,0,0
4389,300.46,310.32,1547.1,27.22,60.6,0,0,0,0,0
4390,293.83,304.04,1812.6,34.75,2.8,0,0,0,0,0
4391,302.14,311.94,1360.5,46.57,135.9,0,0,0,0,0
4392,299.45,307.65,1602.0,35.29,25.3,0,0,0,0,0
4393,296.54,306.01,1698.0,36.23,86.1,0,0,0,0,0
4394,300.68,309.69,1697.0,30.96,133.7,0,0,0,0,0
4395,299.79,309.65,1543.5,34.08,183.3,0,0,0,0,0
4396,298.00,308.22,1419.9,37.12,177.3,0,0,0,0,0
4397,300.00,307.86,1252.0,47.79,31.6,1,0,1,0,0
4398,300.12,308.86,1540.3,44.04,72.7,0,0,0,0,0
4399,301.22,310.38,1609.0,36.02,92.8,0,0,0,0,0
4400,301.26,311.77,1369.7,36.80,18.9,0,0,0,0,0
4401,299.37,309.40,1590.6,31.10,209.0,0,0,0,0,0
4402,297.55,306.55,1613.3,37.03,14.1,0,0,0,0,0
4403,300.21,309.48,1566.8,43.72,155.6,0,0,0,0,0
4404,301.35,311.29,1427.0,38.55,18.7,0,0,0,0,0
